index,Question 1,Answer 1,Question 2,Answer 2,Question 3,Answer 3
177,How can I access the eraser tool in the application?,"Click the eraser icon in the brush tool menu, as shown in the screenshot with a blue border around it.",What does the slider in the brush tool menu do?,"The slider adjusts the brush size, allowing you to change how large or small the brush or eraser effect will be.",How do I switch from the brush to the eraser tool?,"In the brush tool menu, click the eraser icon, which is highlighted in a blue border in the screenshot."
222,How can I view all the series available in my current study?,You can click the 'View full study' button at the top of the interface to see all the series in your study.,"Once I finish labeling and classifying, how do I submit my study?","After finishing your labeling, you can submit your study by clicking the 'Submit study' button in the top right corner of the Label Editor.",What does the breadcrumb '1/4 series' indicate at the top of the interface?,The '1/4 series' indicates that you are currently viewing the first series out of a total of four series in your study.
432,What step should I take after assigning the trainees?,"After assigning the trainees, click on the 'Create training program' button to create the training Project.",Can I add more annotators to the Project later?,"Yes, you can add more annotators to the Project later.",How can I group trainees in the application?,"You can add trainees as a group by selecting a group, such as 'Demo Trainees', or as individuals in the 'Assign training' step."
52,What should I type in the DNS Servers field?,You should type '8.8.8.8' in the DNS Servers field.,What is the next step after typing '8.8.8.8' in the DNS Servers text field?,You need to click the '+' button again after typing '8.8.8.8' in the text field.,Where do I click to add a new DNS server address?,Click on the '+' button below the DNS Servers field to add a new DNS server address.
244,How do I link the 'Wing' instance to the 'Chicken' instance in this application?,"To link the 'Wing' instance to the 'Chicken' instance, click the 'Set relation...' bar, then select 'Chicken' under the 'This frame' heading. Finally, click 'Done' to complete the linking.",Where can I find the linked instances after completing the process?,"After the process is done, the linked instances can be found in the 'Instance labels' section, where the name of the linked instance is displayed.",What does clicking 'Done' signify in the application?,"Clicking 'Done' signifies that the instances are successfully linked, as shown by their appearance in the 'Instance labels' section."
66,What should I click to start automated labeling in this application?,"You should click the 'Automated labeling' button located at the bottom left of the screen, highlighted in the screenshot.",How can I navigate through different segments of the video?,"You can use the video timeline controls located below the image display to navigate through different segments of the video. There are play, pause, repeat, and other navigation options available.",Where can I find the classes available for labeling in this application?,"The classes available for labeling are listed on the left side of the screen under the 'Classes' section. In the screenshot, 'Apple' is listed as a class."
656,What happens when I click the 'Re-encode (auto)' button in the application?,"Clicking the 'Re-encode (auto)' button automatically re-encodes your video to fix common frame synchronization issues and remove audio if necessary, all without quality loss.",How can I upload a video file to the application?,"To upload a video file, click or drag the file into the designated upload area that supports TIFF, JPEG, PNG, WebP, GIF, BMP, and AVIF image formats.",What file type is 'sample.mp4' listed as in the application?,'sample.mp4' is listed as a video file with the type 'video/mp4' in the application.
574,How can I filter the videos to show only keyframes in the Encord platform?,"To filter videos to show only keyframes, toggle the 'Show Only Keyframes' switch in the Encord platform.",Where can I find the option to view videos in the Encord platform?,You can find the option to view videos by clicking the 'Video' button in the 'Index Explorer' page.,What is the aspect ratio displayed next to each keyframe in the video list?,The aspect ratio displayed next to each keyframe in the video list is 1.7778.
137,How do I enable the distance measurement tool?,Click the button on the floating toolbar or press Alt + M on your keyboard.,What is needed for accurate measurements in mammography?,The 'EstimatedRadiographicMagFactor' must be included in the metadata to ensure accurate measurements.,What does the Polyline Ontology display in the context of distance measurement?,The Polyline Ontology displays the total length of the line in millimeters.
318,What information can I find in the Summary tab of the Performance dashboard?,"The Summary tab provides an overview of your team's manual labeling and productivity, showing actions taken in the Label Editor.",Do actions performed in the SDK appear in the Summary tab?,"No, actions taken in the SDK will not be displayed in the Summary tab.",How can I visualize task actions over time in the Performance Summary?,You can view task actions over time using the chart or table view options available in the Performance Summary tab.
259,What does selecting the 'Apply to new occurrences' checkbox do?,"Selecting the 'Apply to new occurrences' checkbox propagates the dynamic attribute to all future instance labels, meaning all labels created for this instance will share the attribute value.",Is the 'Apply to new occurrences' functionality applicable when labels are created automatically?,"Yes, the 'Apply to new occurrences' functionality also holds for instance labels created automatically using interpolation.",Can the 'Apply to new occurrences' checkbox be used for any label?,The checkbox is available for the first instance of a label with a dynamic attribute to ensure all future labels share the same attribute value.
486,How do I start the automated labeling process in this application?,Click the 'Automated labelling' button located in the bottom left corner of the label editor.,What should I select under the 'Method' heading for the process shown?,Select 'Interpolation' under the 'Method' heading.,What is the maximum interpolation range available for organizations not on the 'Enterprise' pricing?,Organizations not on 'Enterprise' pricing can only interpolate over a range of up to 1000 frames.
667,What is the first step in the workflow shown in the screenshot?,The first step in the workflow is to 'Create project'.,How can I see what actions are currently active according to the flowchart?,The actions that are currently active have green icons next to them.,What should be done after 'Creating collections' according to the screenshot?,"After 'Creating collections', the next step is to 'Send to Annotate'."
316,How can I find a specific data asset in the list?,You can use the 'Search file' box at the top of the list to filter the data assets by file name.,What information does the 'Frames' column provide about a data asset?,"The 'Frames' column shows the total number of frames in a data asset. This applies to videos, image sequences, and DICOM, while images always have 1 frame.",Which column should I look at to determine when a task was last edited?,"You should look at the 'Last edited by' column, which shows who last edited the task and when."
345,How can I tell if an annotation task is completed?,"An annotation task is completed when its status is marked as 'Completed' in the 'Status' column, as seen for 'sample.mp4' and 'quad_video_0.mp4'.",Where can I view annotation tasks that are currently under review?,"Tasks under review can be seen in the 'Activity' pane of the 'Labels' tab and will have a status of 'In review', like the 'sample.mp4' from the 'videos' dataset.",Who has completed the annotation task for 'MYS3Dataset'?,The annotation task for 'MYS3Dataset' was completed by 'ulrik.hansen@cord.tech'.
488,What does the 'Handle size' setting control in the drawing settings?,"The 'Handle size' setting controls the size of all handles, including corners, vertices, and keypoints, and is set to 4px in the screenshot.",How can I adjust the visibility of skeleton point names in the application?,"To adjust the visibility of skeleton point names, you can toggle the 'Skeleton points' setting on or off. In the screenshot, it is currently toggled on.",What happens when 'Interpolation auto adjustments' is enabled in the settings?,"When 'Interpolation auto adjustments' is enabled, it overrides interpolated labels when re-interpolating. In the screenshot, this option is currently turned off."
382,How can I filter projects by specific tags?,"Click on the 'Projects' tab in the navigation bar, then click the 'Filter by tags' drop-down and select one or more Project tags. Only projects with the selected tags will be displayed.",Which tags are available for filtering in the 'Projects' section?,"In the screenshot, the available tags for filtering include 'annotator4', 'CrohnsDisease', 'dicom', 'gastro', 'IBD', 'mri 2.0', 'polyp', and 'rugby'.",What happens when I select the 'annotator4' tag in the filter?,"When you select the 'annotator4' tag in the filter, only projects that contain the 'annotator4' tag will be displayed, such as 'Polyp detection' and 'Tennis racket detector' shown in the screenshot."
408,What does the 'Complete' stage signify in the project workflow?,The 'Complete' stage signifies that a task has been marked as complete and can be used once per project. It indicates that the data is acceptable for training machine learning algorithms and remains accessible to admins.,Can I add a webhook to the 'Complete' stage?,"Yes, you can optionally add a webhook to the 'Complete' stage to receive notifications whenever a task arrives at this stage. You can do this by clicking the Edit icon next to 'Webhook' and adding the URL of the server you want to receive notifications on.",Who can access the tasks at the 'Complete' stage?,Tasks at the 'Complete' stage can still be accessed by admins.
317,How can I find the identifier for the 'Trail (0)' instance in the Swiss Videos dataset?,The identifier for the 'Trail (0)' instance in the Swiss Videos dataset is 'MjM0MTMy'.,What action should I take if I want to view the 'Person (1)' instance in the 'BerghouseLeopardJog.mp4' file?,"To view the 'Person (1)' instance in the 'BerghouseLeopardJog.mp4' file, click on 'View' in the Actions column corresponding to that instance.",Where can I search for a specific instance using its identifier in the application?,You can search for a specific instance using its identifier in the 'Search instance' interface found in the Instances tab.
353,What criteria must be met for a Manual QA Project to be used as a benchmark source?,Only Manual QA projects with the same ontology can be used as a benchmark source. Incomplete annotated projects can be selected but data without ground truth labels cannot be used to calculate benchmark scores.,How can I ensure my Benchmark QA Project uses the correct Ontology?,"When creating a Benchmark QA Project, make sure it shares the same Ontology as the selected Manual QA Project. For example, 'Apple' is selected as the Ontology for this benchmark project.",Why might I see an incomplete project in the benchmark sources list?,"Incomplete projects, such as 'Fruit annotation' with 50% progress, can appear in the list, but their data without ground truth labels will not be used to calculate benchmark scores."
361,Where can I find the tasks assigned to me and estimate my workload?,"You can find tasks assigned to you in the 'Queue' tab, which allows you to assess the number of tasks assigned and estimate your likely workload.",How can I filter the tasks by their current status?,"Use the 'Filter by' drop-down (H) to select and display tasks of the desired status, which will also reflect in the Label Editor.",What information can I find about the data units in the Queue tab?,"In the Queue tab, you can find information about each data unit, such as its name (A), the dataset it belongs to (B), its type (C), status and task category (D), last edited time (E), and the person it is reserved by (F)."
153,What does the 'None' setting do in Panoptic Mode?,"In Panoptic Mode, the 'None' setting allows for overlapping bitmasks, meaning the bitmask will overlap with any existing bitmasks.",How does the 'Exclude' option affect bitmask interaction in Panoptic Mode?,The 'Exclude' option in Panoptic Mode ensures that areas already covered by a bitmask will be excluded from the new bitmask.,"If I want to overwrite existing bitmasks, which Panoptic Mode setting should I use?","To overwrite existing bitmasks, you should use the 'Overwrite' setting in Panoptic Mode."
249,What are the top-level concepts defined in the ontology from the screenshot?,The top-level concepts defined in the ontology from the screenshot are 'Objects' and 'Classifications'.,"Under the 'Objects' category, what specific attributes can be found and what do they represent?","Under the 'Objects' category, there are 'Person' and 'Horse'. The 'Person' object has an attribute 'Sex' with options 'Male' and 'Female'. The 'Horse' object has an attribute 'Color' with options 'Black', 'White', 'Brown', and 'Other'.",How is the 'Time of day' classification structured in the ontology?,"The 'Time of day' classification is structured with a single attribute 'Time of day', offering options 'Dawn', 'Day', 'Dusk', and 'Night'."
721,What issue is demonstrated in the screenshot?,"The screenshot shows an 'Inconsistent Object Class' issue, where an object in consecutive frames is detected as different classes: 'CAT' in Frame 1 and 'DOG' in Frame 2.",Why would the object in Frame 1 be flagged by the algorithm?,"The object in Frame 1 is flagged because it overlaps with the object in Frame 2, yet their classes differ (CAT in Frame 1 and DOG in Frame 2), indicating a potential misclassification.",Where can I find the implementation details for this algorithm?,The implementation details for the algorithm can be found on GitHub as mentioned in the documentation text.
170,Where can I find instructions for annotating in the application?,The 'Annotation instructions' button is located in the top-left corner of the Label Editor.,Is there any quick way to find out how to upload annotation instructions?,"Yes, there is a <Tip> link provided in the documentation text that guides you on how to upload annotation instructions.",What is displayed in the 'Classes' section of the application?,"In the 'Classes' section, a 'test box' is listed."
199,What happens when I enable the Thresholding tool in the application?,"When Thresholding is enabled, a mask covering the parts of the image that fall above the set threshold appears on the slice. This allows you to preview which parts of the image are labeled when a Bitmask label is applied.",How can I change the mask color when using the Thresholding feature?,You can change the mask color by clicking the circle icon next to the Thresholding toggle.,What types of thresholds can I select with the Thresholding tool?,"You can select three different types of thresholds using a dropdown menu: Intensity, RGB, and HSV."
469,What is the purpose of the 'Pre-labelling' step in the workflow?,The 'Pre-labelling' step is part of the workflow to set up pre-labeling using foundation models such as GPT-4o or to perform automated quality assurance before proceeding to annotation.,How are tasks assigned to annotators in the 'Annotate 1' stage?,"In the 'Annotate 1' stage, tasks are assigned to all available annotators for processing.",What happens to tasks after they are reviewed in the 'Review 1' stage?,"After tasks are reviewed in the 'Review 1' stage, they can either be approved or rejected. Approved tasks proceed to completion, while rejected tasks likely loop back for further processing."
264,How do I add a new collaborator to the ontology?,"Type the email addresses of the users you want to add, select their roles, and click the 'Add' button.",What access does the 'Viewer' role have?,"The 'Viewer' role has read-only access to the ontology. They can add the ontology to projects but cannot modify, delete, or share the ontology.",What capabilities does the 'Admin' role provide?,"The 'Admin' role provides full access, including the ability to edit, delete, and share. Admins can also change ontology settings and assign roles."
541,How can I edit classifications for a labeled object in the Label Editor?,"To edit classifications, click the 'Edit classifications' button next to the labeled object, such as the wing, in the instance labels panel.",What should I do if I want to link a chicken wing to a chicken in the same frame?,"First, ensure both the chicken and the wing have instance labels. Then, use the 'Set relation...' bar to select the chicken wing and link it to the chicken under the 'This frame' heading.",Where can I view the timeline for my annotation video?,The timeline for the annotation video is located at the bottom of the interface. It shows the video frames with labels such as 'Chicken' and 'Wing' at specific timestamps.
592,What file types can I upload to create an image group or image sequence?,"You can upload TIFF, JPEG, PNG, WebP, BMP, and AVIF images.",How do I start the process of creating an image group?,"First, open the 'Add data' dialog, then select the 'Batch images as' tab, and choose 'Image group'.",What happens after I click 'Upload and batch images'?,"A file representing the image group or image sequence is created, and a new folder appears containing all the constituent images."
254,What does marking an attribute as 'Dynamic' do in this application?,"Marking an attribute as 'Dynamic' allows it to change its value during a video. This can be used to indicate temporary attributes, such as a person being 'moving' at one moment and 'stationary' at another.",How can I set an attribute for a person to be 'Dynamic'?,"To set an attribute as 'Dynamic', toggle the switch next to 'Dynamic' to the checked position. This can be seen in the configuration settings for a person in the application interface.",Can I apply dynamic attributes to a specific range of frames in a video?,"Yes, you can apply dynamic attributes to a range of frames in a video. The documentation provides guidance on how to use dynamic attributes effectively in the Label Editor for this purpose."
111,What are the two VOI LUT functions I can select in the application?,You can choose between 'Linear' and 'Sigmoid' as VOI LUT functions in the application.,What happens if there is no VOI LUT value in the DICOM metadata?,"If no VOI LUT value is provided in the DICOM metadata, the function is set to 'Linear' by default.",Is there a way to toggle data overlay on the application?,"Yes, there is a toggle labeled 'Data overlay' that allows you to switch it on or off."
508,How do I attach a dataset to my project?,"Select the dataset you want to attach from the list and click the 'Attach' button next to it. Then, click 'OK' to confirm attaching the selected datasets to the project.",How can I create a new dataset from this interface?,Click the '+ New dataset' button located at the top right of the screen to start creating a new dataset.,How can I navigate through the list of datasets if there are more than those displayed?,Use the pagination controls at the bottom of the list to navigate through different pages of datasets. You can view 5 datasets per page.
539,What is the purpose of the 'Apply to new occurrences' checkbox?,"The 'Apply to new occurrences' checkbox propagates the dynamic attribute to all future instance labels, allowing them to share the attribute value of the initial instance label.",What happens when the 'Apply to new occurrences' option is selected in the Label Editor?,"When selected, this option ensures that all future instance labels automatically inherit the dynamic attribute value from the initial instance label.","If the dynamic attribute of a label changes, how can it be applied to all subsequent frames?","You use the Play icon or the keyboard shortcut Shift + P to apply the attribute values to all frames following a keyframe, matching the value set in the keyframe."
267,What happens if I make changes to this ontology?,The warning indicates that changes to the ontology can result in data loss or inconsistency.,How can I view a project linked to this ontology?,"In the 'Linked projects' pane, you can click the 'View project' link next to the project you want to view.",Where can I find the ID of the current ontology?,The ontology ID is shown under the name 'Chicken' and is '38bf3a0e...'.
391,How can I change a collaborator's role in the project settings?,"To change a collaborator's role, use the drop-down menu next to their email in the 'Team' section under project settings.",What roles can I assign to collaborators in this project?,"You can assign the following roles: Annotator, Reviewer, Annotator & Reviewer, Team Manager, and Admin.",What should I be cautious about when assigning the Admin role to a collaborator?,Assigning the Admin role is irreversible and gives the collaborator full administrative control over the project.
485,How can I start interpolating an instance in this application?,"To start interpolating an instance, click the three dots icon on the instance label in the left panel and select 'Interpolate' from the dropdown menu.",What should I do to improve the accuracy of interpolation?,"To improve the accuracy of interpolation, manually add more instance labels throughout the video on non-consecutive frames.",Where is the interpolation applied in the video?,The interpolation is applied between the first and last frames where the instance is labeled.
433,How can I add a new annotator to the Traffic Training Project Demo?,"To add a new annotator, go to Settings > Team, and invite new annotators by entering their email addresses in the 'Invite collaborators' dialog box, then click 'Add'.",How are tasks distributed among annotators in a training project?,"In a training project, each annotator is scored against the same set of benchmark tasks, so a copy of each benchmark task is added for every annotator.",Where can I confirm the number of tasks and annotators assigned?,"You can confirm the number of tasks and annotators by checking the summary screen, as stated in the documentation text."
467,How can I delete a dataset from the application?,"To delete a dataset, navigate to the 'Danger Zone' pane and click the 'Delete dataset' button. You will be prompted to type the word 'delete' into the pop-up to confirm the deletion.",Where is the 'Danger Zone' option located in the application?,"The 'Danger Zone' option is located in the menu on the left side of the page, underneath options like 'Team', 'Projects', and 'API access'.",What should I be cautious about when deleting a dataset?,"Deleting a dataset cannot be undone, so ensure that you truly intend to delete it before proceeding."
126,What does the 'Patient Comments' field indicate when it is empty?,"If the 'Patient Comments' field, tagged as 0010,4000, is empty, it may indicate that it is genuinely empty or that the data has been hidden. However, if the fourth character of the group value is an even number (like 0 in 0010), and the field is empty, then it is genuinely empty.","What does the tag 0018,0015 represent in this metadata?","The tag 0018,0015 represents the 'Body Part Examined' field in the metadata, and according to the screenshot, the content of this field is 'HEAD'.",How can I tell if the 'Patient Age' field is correctly filled based on its tag?,"The 'Patient Age' field is tagged as 0010,1010. You should check the content for appropriate format, which is typically a three-character string indicating years, months, or days ('017Y' means 17 years in this case), and verify this against documentation standards."
89,How do I start labeling in the DICOM Project?,"To start labeling in the DICOM Project, navigate to the 'Labels' tab and click the 'Start labeling' button.",What should I do if I want to see all the series in my study?,"If you want to see all the series in your study, you can optionally click the 'View full study' button.",How can I quickly apply classifications to studies using the keyboard?,You can use the 'Shift' + 'M' keyboard shortcut to apply classifications to studies quickly.
486,How can I start the automated labeling process in the application?,You can start the automated labeling process by clicking the 'Automated labelling' button located in the bottom left corner of the label editor.,What options do I have for automated labeling under the 'Tracking and interpolation' section?,"Under the 'Tracking and interpolation' section, you can select the 'Interpolation' method. You can also specify the object instance(s) and set the interpolation range for the frames.",How do I execute interpolation for selected object instances?,"To execute interpolation for the selected object instances, click the 'Run interpolation' button after setting the desired interpolation range."
419,How do I find the option to delete a template?,"Navigate to Workflows in the Annotate section of the sidebar, select the template you want to delete, click the Settings tab, and then go to the 'Danger zone' to find the Delete template button.",What is the Template ID displayed in the screenshot?,The Template ID displayed is dd97ebcf-75a0-4140-b47e-6895f30d72a5.,Where in the application can I edit the settings for a workflow template?,"To edit the settings for a workflow template, click the Settings tab while viewing the template in the Workflows section."
655,What does the red number on the file icon indicate?,The red number on the file icon indicates the number of issues detected with the video file that may require re-encoding.,What are the specific issues detected with the video in the screenshot?,"The issues detected are: the video contains audio frames that need to be removed, it uses an unsupported codec or container format, and it needs an overall re-encoding.",How can I find more information about frame synchronization issues?,You can read more about frame synchronization issues by clicking on the provided link in the details pane.
664,What is the first step in the process shown in the screenshot?,The first step is to 'Create project'.,"Which two products are associated with the process, according to the screenshot?",The products associated with the process are 'Annotate' and 'Active'.,What step should be performed after 'Send to Annotate' according to the flow?,"After 'Send to Annotate', the next step is to 'Complete tasks'."
459,How do I add new files to the 'cars' dataset?,Click on the '+ Upload files' button to add new files to the 'cars' dataset.,Is there any data currently present in the 'cars' dataset?,"No, there is no data currently present in the 'cars' dataset, as indicated by 'No data' in the file list.",How can I attach existing files to the 'cars' dataset?,Click on the 'Attach existing files' button to attach existing files to the 'cars' dataset.
271,What is the first step to use the object detection model in the application?,The first step is to click the 'Automated labeling' button inside the label editor.,How can I navigate to the 'Detection and segmentation' section in the application?,"After clicking the 'Automated labeling' button, open the 'Detection and segmentation' section as suggested in the documentation.",Where is the 'Automated labeling' button located in the interface?,"The 'Automated labeling' button is located at the bottom left of the application interface, highlighted with a blue outline."
633,How can I upload files from my private cloud?,"To upload files from your private cloud, click on 'Import from private cloud' as shown in section D of the screenshot.",What file formats are supported for upload?,"The application supports TIFF, JPEG, PNG, WebP, BMP, AVIF for images and MP4, MOV, WebM, MKV for videos.",How do I batch upload images?,You can batch upload images by selecting 'Batch images as' as shown in section B of the screenshot.
264,How do I add a new collaborator to the ontology?,"Type the email address of the user you want to add, select their role, and click the 'Add' button.",What is the difference between the 'Viewer' and 'Admin' roles?,"The 'Viewer' role provides read-only access and the ability to add ontology to projects but cannot modify, delete, or share the ontology. The 'Admin' role has full access, including editing, deleting, sharing, and changing ontology settings and assigning roles.",Can a Viewer modify the ontology settings?,"No, a Viewer cannot modify the ontology settings. They only have read-only access and can add ontology to projects."
425,What should I do if the annotators' labels are not correct in the screenshot?,"If the annotators' labels are not correct, click 'No consensus' as indicated below the image in the documentation text.","In the screenshot, how do I select an annotator as the winner?","To select an annotator as the winner, choose one from the list on the right that appears after 'Consensus reached' and then click the 'Submit' button.",What types of data can be reviewed in this application based on the documentation text?,"According to the documentation text, the types of data that can be reviewed in this application are Video, Image Sequence, and DICOM Series."
400,What is the function of the Collaborator router as shown in the screenshot?,"The Collaborator router determines the paths that data units take through the workflow based on users. For instance, tasks completed by different users can be routed to different review stages.",How does the Collaborator router decide the review stage for a completed task?,"The router sends a task completed by a user to a specific review stage designated for that user. For example, tasks completed by user A are sent to review stage A, while tasks from user B go to review stage B.",What could be a practical use case for the Collaborator router?,"A practical use case for the Collaborator router is in a team setting where different team members' tasks require review by specific departments or individuals, ensuring tasks are directed to the appropriate review stage based on the task completer."
265,How can I change a collaborator's role to Admin in this application?,"To change a collaborator's role to Admin, click on the dropdown next to their email address and select 'Admin' from the options.","If I accidentally set someone as Admin, how can I revoke their Admin role?","An Admin cannot be reverted to a Viewer directly. To revoke Admin access for a user, you need to contact support at support@encord.com.",What can a collaborator with a Viewer role do in the Ontology?,A collaborator with a Viewer role cannot make changes to the Ontology but can copy it.
235,What does the 'None' option do in Panoptic mode?,The 'None' option allows overlapping bitmasks. The bitmask will overlap with existing bitmasks without any exclusions.,How does the 'Exclude' option affect bitmask interactions?,"The 'Exclude' option prevents areas already covered by a bitmask from being included in a new bitmask, effectively excluding those areas.",What happens when 'Overwrite' is selected in Panoptic mode?,"When 'Overwrite' is selected, new bitmask areas will overwrite any existing bitmask areas they intersect with."
503,How do I give a title to my ontology?,You can give a title to your ontology by entering it in the 'Title' field.,What should I do after entering a description for my ontology?,"After entering a description for your ontology, click 'Next' to proceed to the next step.",Where do I click to move forward after entering the ontology details?,Click the 'Next' button to continue after entering the ontology details.
445,How can I set a task priority to 35?,"You can set a task priority to 35 by manually entering '35' into the input field provided. Once entered, click the 'Update' button to save the new priority setting.",What does the slider represent in the application?,The slider represents the range of task priority levels from 0 (Low) to 100 (High). You can use the slider for quick selection of a task's priority within this range.,What should I do after selecting the desired task priority level?,"After selecting the desired task priority level, you should click the 'Update' button to finalize your changes and save the new priority setting for the task."
659,How can I re-encode a video in the Dataset section?,"To re-encode a video, go to 'Index > Datasets', select the videos you want to re-encode, click on the 'Re-encode' button, and choose the type of re-encoding option available.",What are the options available for re-encoding a video?,The options available for re-encoding a video include 'Automatically fix detected issue' and 'Force full re-encoding'.,How can I check the status of the re-encoding job?,You can check the progress of the re-encoding job by clicking the bell icon in the top-right of the app. A red number indicates the count of new notifications.
217,How do I link a wing instance to a chicken instance in this application?,"Click the 'Set relation...' bar, then select 'Chicken (0)' under the 'This frame' heading to link the wing instance to the chicken instance.",What does the 'Done' button do after setting a relation?,"Clicking the 'Done' button completes the process of linking the instances, and the name of the linked instance will be displayed in the 'Instance labels' section.",Where do instances from different frames appear when setting a relation?,Instances from different frames will appear under the 'Rest' heading when setting a relation.
260,What is the purpose of marking a text field as 'Transcript' in the application?,Marking a text field as 'Transcript' allows users to enter transcriptions of audio files specifically to an _Audio Region_ object like 'Beautiful Voice'.,Can I add additional attributes to the 'Beautiful Voice' object?,"Yes, you can add additional attributes to the 'Beautiful Voice' object by clicking on '+ Add attribute'.",How can I classify a song as 'Good Song' in the ontology preview?,"In the ontology preview, you classify a song as a 'Good Song' by selecting either 'Yes' or 'No' under the 'Good Song?' classification."
698,What information is required to create a new dataset in the 'Create Dataset' dialog?,"In the 'Create Dataset' dialog, you need to provide the 'Dataset Title' and 'Dataset Description'.",How can I create an Annotate Project along with the dataset in the 'Create Dataset' dialog?,"To create an Annotate Project along with the dataset, select the 'Create project' option and provide a 'Project Title' and 'Project Description'.",What does the option 'Reuse ontology of the current project' mean in the context of the 'Create Dataset' dialog?,The 'Reuse ontology of the current project' option allows you to apply the ontology used in the current Annotate Project to the new project you are creating.
709,What type of graph is displayed in the screenshot and what does it represent?,"The screenshot displays a Precision-Recall Curve, which represents the trade-off between precision and recall for the YOLOv8 model trained over 20 and 30 epochs.",How can I compare model predictions in this application?,"You can compare model predictions by selecting different options under the 'Prediction Set' and 'Compare against' sections. In the screenshot, YOLOv8 20 Epochs is compared against YOLOv8 30 Epochs.",Is it possible to adjust prediction thresholds for evaluation in the application?,"Yes, you can adjust the 'IOU Threshold' and 'Min Confidence Threshold' using the sliders provided under the 'Prediction Thresholds' section in the application."
56,What should I do after clicking the 'Apply' button in the network settings?,"After clicking 'Apply', restart your Mac for the changes to take immediate effect.",What is the current IP address of the Ethernet connection as shown in the screenshot?,The current IP address of the Ethernet connection is 192.168.128.129.,How is the IPv4 configuration set for the Ethernet connection in this network settings?,The IPv4 configuration is set to 'Using DHCP' for the Ethernet connection.
91,How can I filter the Editor settings to find specific options?,You can use the search bar at the top of the Editor settings to search for specific settings or keywords.,Will my changes to the Label Editor settings persist after I close the application?,"Yes, a user's settings in the Label Editor persist and do not reset at the end of a session.",What sections can I find within the Editor settings?,"The Editor settings are divided into several sections: Data details, General, Label display, Drawing, and Object tracking."
535,How do I start labeling a video in the Queue tab?,"To start labeling a video in the Queue tab, select the data unit you want to label, such as 'apple_video', and click on the 'Start labelling' button.",Where can I find the classification options once I have selected a video to label?,"After selecting a video to label in the Queue tab, the task opens in the Label Editor where you can find the classification options on the left side.",What should I do if I want to assign a priority to a video in the Queue tab?,"To assign a priority to a video in the Queue tab, use the 'Priority' column next to the video file, which already has default values you can adjust."
292,What are the steps to invite a new user as a collaborator with a specific role?,"To invite a new user, select a user role from the list provided. Then, type the user's email address and select them from the list. Finally, click the 'Add' button to add the user with the specified role.","If I need a user to manage team members as well as perform annotation tasks, which role should I choose?","You should choose the 'Team Manager' role, as it provides access to annotator, reviewer, and team management features.",What permissions does a user need to have in order to attach ontologies and datasets to a project?,"A user must have Admin permissions to attach ontologies and datasets, which provides full access to all project features."
317,How can I locate a specific 'Person' instance in the 'Swiss Videos' dataset?,"Use the 'Search instance' interface to filter by the instance's identifier. For example, the 'Person (0)' instance in 'Swiss Videos' dataset has the identifier 'MTcyMjM2'.",What actions can I perform once I have identified an instance I want to review?,"Once you have found the instance of interest, click 'View' from the 'Actions' column to directly access where the instance is first annotated in the dataset.",Is there a way to quickly find specific instances of an object within a video file?,"Yes, you can use the 'Instances' tab to search for specific instances by their identifier. Instances within a video file, such as 'videos/bluemlisalphutte_flyover.mp4', are displayed with their corresponding identifiers and you can view them by clicking 'View'."
408,What does the 'Complete' stage signify in this application?,The 'Complete' stage signifies that a task is marked as complete and can only be used once per project. It indicates that the task data is considered acceptable for training machine learning algorithms.,Can tasks in the 'Complete' stage still be accessed by anyone?,"Yes, tasks in the 'Complete' stage can still be accessed by admins.",How can I set up a notification for when a task reaches the 'Complete' stage?,"To set up a notification, add a Webhook by clicking the Edit icon next to 'Webhook' and enter the URL of the server where you would like to receive notifications."
285,Where can I find the annotation instructions in the application?,The annotation instructions can be accessed by clicking the 'Annotation instructions' tab in the top-left corner of the application interface.,How can I see different classes for labeling within the application?,The different classes for labeling are listed under the 'Classes' section on the left side of the application interface.,What should I do after annotating within the application?,"After annotating, you can submit your work by clicking the 'Submit' button located at the top-right corner of the application interface."
365,How can I view where an instance is first annotated in the data asset?,You can view where an instance is first annotated by clicking 'View' in the 'Actions' column next to the instance of interest.,How can I search for specific instances using their identifiers?,Use the 'Search instance' interface at the top of the Instances tab to filter and quickly find the instances by their unique identifier.,What does 'Rock (2)' represent in the Instance column of the screenshot?,"'Rock (2)' indicates the third instance of the 'Rock' class in that particular data asset, as instances are numbered starting from zero."
116,How can I switch between different series in the Label Editor?,Use the drop-down menu in the viewport to seamlessly switch between any series in the Project.,What happens if I click on a Series title in the drop-down menu?,Clicking a Series title will open the series in the Label Editor.,Is there a way to apply classifications to the entire study?,"Yes, if the Study level Classifications toggle in the Project's Settings is enabled, you can click the Study ID to apply classifications to the entire study."
55,What should the user do after entering the DNS servers shown in the screenshot?,The user should click **OK** after entering the DNS servers.,"According to the screenshot, which tab is currently active in the Network settings?",The DNS tab is currently active in the Network settings.,What is the purpose of clicking **OK** in this context?,Clicking **OK** confirms and saves the changes made to the DNS settings.
331,How can I invite a new collaborator to the project?,"To invite a new collaborator, click the '+ Invite collaborators' button on the right side of the screen.",What roles are currently assigned to the team members?,The roles currently assigned are 'Admin' for alexey@cord.tech and 'Annotator' for ulrik@cord.tech.,Where can I change the settings for API access?,You can change the settings for API access by selecting 'API access' from the left-side menu under 'Options'.
