,index,Question 1,Answer 1,Question 2,Answer 2,Question 3,Answer 3
445,59,How do I access the Network and Sharing Center from this screen?,Click the 'Network & Internet' option highlighted in blue on the left side of the Windows Settings screen.,What step should I take next to configure Google Public DNS?,"After clicking 'Network & Internet', follow the path 'Network and Sharing Center' and then 'Change adapter settings' as described in the documentation.",Which settings category should I choose to change display settings?,"To change display settings, click the 'System' category, which is located at the top left of the Windows Settings screen."
446,409,How can I add a new collaborator to the project?,"To add a new collaborator, type their email or username into the 'Select users' field and then click the 'Add' button.",What different roles can I assign to a collaborator?,"The roles you can assign include Admin, Annotator, Reviewer, Annotator & Reviewer, and Team manager. Each role comes with specific permissions and responsibilities.",What's the next step to manage existing collaborators?,"To manage existing collaborators, click on the 'Manage' tab at the top of the page."
447,152,How can I adjust the thickness of the 3D Bitmask brush?,"You can adjust the thickness of the 3D Bitmask brush by setting the 'Height' value in the Brush tool panel on the top left. Currently, it is set to 71 slices.",What slider do I use to change the preset for the currently selected view?,Use the 'Presets' slider located below the sagittal view on the right side of the screen. It is currently displaying a value of 400.,What do I do next to apply the 3D Bitmask after setting my Size and Height preferences?,"After setting the Size and Height of your Bitmask in the Brush tool, click 'Apply label' or press 'Enter' to apply the Bitmask."
448,55,What are the DNS servers currently set in this configuration?,"The DNS servers currently set are 8.8.8.8 and 8.8.4.4, as shown in the DNS Servers section.",Where can I add or remove a DNS server in this interface?,You can add or remove a DNS server using the '+' and '-' buttons located beneath the list of DNS servers on the left side of the window.,What do I do next after clicking OK to ensure my changes are applied?,"After clicking OK, the next step is to click 'Apply' to ensure your changes to the DNS configuration are saved."
449,466,What is the purpose of the 'Projects' pane shown in the screenshot?,"The 'Projects' pane displays a list of Projects that are using the Dataset titled 'Apples.' Each project is listed under the 'Title' column with an associated 'User role' indicating the access level, which is 'Admin' for all projects in this case.",How can I view more details about the 'Apple classification' project?,"To view more details about the 'Apple classification' project, click on the red 'View' text located in the same row as the 'Apple classification' under the 'User role' column.",What do I do next to navigate to a specific Project from this screen?,"Next, you can click on the 'View' link beside the project you are interested in. For instance, if you want to navigate to the 'Apples detection' project, click on the 'View' link in the corresponding row."
450,251,What options are currently available under the 'Color' attribute?,"The options available under the 'Color' attribute are Black, White, Brown, and Other.",How can I add a new attribute under the 'White' option?,"To add a new attribute under the 'White' option, click the 'Configure' button depicted as a right-pointing arrow next to the 'White' option.",What should I do next if I want to make the 'Color' attribute required?,"To make the 'Color' attribute required, toggle the 'Required' switch next to the 'Color' heading to the 'On' position."
451,200,How can I prevent the Car label from being overlapped by other Bitmasks?,"To prevent the Car label from being overlapped by other Bitmasks, go to the Labels section at the bottom of the screen and click on the overlap toggle icon (depicted as two linked circles) next to 'Car (0)'.",What is the purpose of the icons next to the class names in the list?,"The icons next to the class names like Car, Tyre, and Bus in the list are used to manage the behavior of each label class. The magic wand icon allows you to apply specific settings or actions for that class.",What do I do next to adjust settings for the Bus label?,"To adjust settings for the Bus label, click on the magic wand icon located next to the 'Bus' entry in the Classes list. This will open options specific to the Bus label."
452,111,How can I switch the VOI LUT Function from Linear to Sigmoid?,You can switch the VOI LUT Function from Linear to Sigmoid by clicking on the 'Sigmoid' button next to the 'Linear' button in the VOI LUT Function section. The current selection will be highlighted.,What is the purpose of the Data overlay toggle in the interface?,"The 'Data overlay' toggle allows you to overlay additional data onto the image. Currently, it is shown in an 'on' position, indicating that the overlay is active.",What do I do next to ensure the image is displayed with optimal brightness and contrast?,"To ensure optimal brightness and contrast, adjust the slider controlling the Window Level (WL) values, located above the VOI LUT Function section. You can also toggle between Linear and Sigmoid transfer functions to see which provides better visibility."
453,594,How do I select multiple files to add to a dataset?,"To select multiple files, click the checkbox next to each file name, such as 'Train-bridge.png' and 'By-the-river.png'. You can also bulk-select by holding the Shift key and selecting the first and last files in the list.",What do I do next to add these files to a dataset after selecting them?,"After selecting the files, right-click your selection and choose 'Add to dataset' from the context menu. A dialog will appear to let you add the files to an existing dataset.",Where can I add new data files to this folder?,"To add new data files, click the '+ Add data' button located at the top right of the screen, next to the '+ New folder' button."
454,657,How can I start re-encoding a video from the list?,"To start re-encoding a video, right-click on the desired video file from the list, such as 'tbl.mp4', and select 'Re-encode'.",What options are available for re-encoding the 'tbl.mp4' video?,"For the 'tbl.mp4' video, you can choose from 'Automatically fix detected issue' or 'Force full re-encoding' under the 'Re-encode' option.",What do I do next if I encounter frame synchronization issues with 'tbl.mp4'?,"If you encounter frame synchronization issues with 'tbl.mp4', as noted on the right side of the screen under 'Details', re-encode the video by selecting 'Re-encode' and then 'Automatically fix detected issue'."
455,264,How do I assign the 'Admin' role to a user instead of 'Viewer'?,"To assign the 'Admin' role, click on the circle next to 'Admin' under 'Choose a role'. This action will change the role from 'Viewer' to 'Admin'.","I see two email addresses listed. What do they mean, and are there more roles available?","The emails 'alexey@encord.com' and 'eric@encord.com' are the users being added. Currently, there are two roles visible: 'Viewer', which offers read-only access, and 'Admin', which provides full access.",What do I do next to add these users to the ontology?,"After selecting the desired role, click the red 'Add' button on the right side of the screen to add the users to the ontology."
456,27,Where do I enter my email to reset my password?,Enter your email in the text box labeled 'Your company email' under the heading 'Forgot password'.,What should I do after entering my email address?,"After entering your email address, click on the red 'Reset password' button below the email input field.",How can I return to the login page if I change my mind about resetting my password?,Click on the 'Back to login' button located below the 'Reset password' button.
457,424,How do I select the annotators that labeled the data unit correctly?,You can select the annotators by clicking the checkboxes next to their names in the 'Select 3 annotators in agreement' panel on the left. Ensure you have selected the required number of annotators for the 'Consensus reached' button to become clickable.,What do I do next after clicking the 'Consensus reached' button?,"After clicking the 'Consensus reached' button, a dropdown will appear where you can select the annotator who did the best job. Choose the annotator from the list and then click the 'Submit' button to finalize your selection.",Where can I view the image that the annotations are referring to?,"The image being annotated, which shows blue fruits on a branch, is displayed on the right side of the screen. You can use this image to verify the annotations."
458,414,How can I start editing the workflow template?,"To start editing the workflow template, click the red 'Edit' button highlighted in the blue rectangle above the template diagram.",Why is the 'Save template changes' button greyed out?,"The 'Save template changes' button is greyed out because the nodes in your template need to be connected, the workflow must contain a 'Complete' stage, and the template requires a title.",What do I do next to make sure my workflow can be saved?,"To ensure your workflow can be saved, connect all the nodes, include a 'Complete' stage in the workflow, and give the template a title."
459,383,What project is being used as the benchmark project source for quality assurance?,"The benchmark project source for quality assurance is 'Fruit annotation', as seen in the 'Automatic QA' section.",How can I adjust the scoring function for the benchmark evaluation metrics?,"To adjust the scoring function for the benchmark evaluation metrics, click on 'Edit' next to the 'Benchmark scoring function'.",What do I do next if I want to view the project details for the benchmark project source?,"To view the project details for the benchmark project source, click on 'View project' next to 'Fruit annotation'."
460,68,How do I edit the webhook URL for the 'Annotate 1' stage?,"To edit the webhook URL for the 'Annotate 1' stage, click the red edit pencil icon next to the existing URL 'https://webhook.site/' in the pop-up.",What details do I need to configure in the 'Annotate 1' stage?,"In the 'Annotate 1' stage, you need to configure the webhook URL by clicking the edit symbol next to 'https://webhook.site/'. You can also decide whether to add all admins, team managers, and annotators to this stage using the 'All' or 'Selective' option under 'Add annotators to stage'.",What do I do next to complete setting up my workflow after configuring the webhook?,"After configuring the webhook and annotators for the 'Annotate 1' stage, proceed to ensure your changes are saved. Then, review your reviewer settings in the 'Review 1' stage and click the 'Complete' stage to finalize the workflow setup."
461,420,How many annotators are required for the 'Annotate' task?,The 'Annotate' task requires 6 unique annotators as shown in the purple section of the screenshot.,What should I do to start the 'Determine consensus' process?,"To start the 'Determine consensus' process, you need to select 4 reviewers as indicated in the blue section of the screenshot.",What do I do next to reach a consensus for this data unit?,"Next, to reach a consensus, ensure you have selected 4 reviewers under the 'Determine consensus' section. Currently, no reviewers are selected, as shown in the screenshot."
462,642,What should I include in the 'Title of dataset' field?,"You should give your Dataset a meaningful title. In the screenshot, 'Cows and Chickens' is used as the title, which clearly indicates the contents or purpose of the dataset.","How can I add a description to my dataset, and is it necessary?","To add a description, you can fill in the 'Description (optional)' field. In the screenshot, 'Videos of cows and chickens' is used as a description. While it's labeled as optional, a clear description helps keep your data organized.",What do I do next to create the dataset after entering the title and description?,"After entering the title and description, click the 'Create dataset' button located at the bottom right corner of the screen to finalize and create the dataset."
463,526,How can I view the classifications applied to the audio file woof.mp3?,"You can view the classifications by looking at the 'Pending reviews' section on the left side of the screen, which lists 'Winner YES' for the audio file woof.mp3 applied between frames 00:00:09 and 00:01:20.",What is the next step after identifying the 'Winner' classification in woof.mp3?,"After identifying the 'Winner' classification, you should expand the 'Winner' classification by clicking on it to see further options. You can then select or reject the classifications applied to the audio file by using the buttons below.",How do I reject the classification applied to an audio file?,"To reject the classification, press the 'Reject' button located at the bottom left of the screen. This will prompt a dialog where you can provide a reason for rejecting the classification."
464,356,How can I check the distribution of tasks in my current project?,"You can check the distribution of tasks in the 'Summary' tab, which provides a visual overview. The left chart shows that there are a total of 20 tasks, with different segments indicating the status such as Annotate, Review, and Completed.",What do I need to do next to start labeling tasks in my project?,"To start labeling tasks, click on the 'Start labelling' button located at the top right of the dashboard. This will allow you to initiate the labeling process on your project's tasks.",Where can I manage the labeling activities and tasks for this project?,"To manage labeling activities and tasks, switch to the 'Labels' tab. This tab will provide detailed options and functionalities related to managing all the labeling activities and tasks within your project."
465,342,What does the 'Returned' label next to each image group signify?,"The 'Returned' label indicates that these annotation tasks have been sent back, likely for further review or correction, and are now visible in the review task creation screen.",How can I proceed to add more review tasks after selecting the returned items?,"To add more review tasks, you can select the checkbox next to each 'Returned' item you wish to include and then click on the 'Next' button at the bottom right of the screen.",What is the significance of the 'img_group' type for each dataset?,"The 'img_group' type signifies that each entry is categorized as a group of images, possibly to be reviewed or annotated together as a unit within the 'Rareplanes Planes 1' dataset."
466,548,How can I invite new users to my project?,"To invite new users, click the 'Invite collaborators' button located in the center top area of the screen, above the workflow settings.",What do I do next to add users after clicking the 'Invite collaborators' button?,"After clicking the 'Invite collaborators' button, a dialog will appear where you can type in the email addresses of users, select their roles, and click 'Add' to include them in the project.",Where can I specify which annotators are available at each workflow stage?,"According to the documentation text, by default all available annotators are assigned to the 'Annotate 1' stage, and you can adjust which annotators are available at each stage in the workflow settings."
467,32,What should I do to change the DNS server addresses in this window?,Click on the 'Properties' button next to 'Internet Protocol Version 4 (TCP/IPv4)' to access the window where you can change the DNS server addresses.,How can I confirm that I am adjusting settings for Ethernet0?,"At the top of the window, it states 'Ethernet0 Properties', indicating that you are adjusting settings for the Ethernet0 connection.",What do I do next to set the DNS to Google's servers after opening the properties?,"Once you've clicked on 'Properties' for 'Internet Protocol Version 4 (TCP/IPv4)', you need to select 'Use the following DNS server addresses' and enter Google's servers: 8.8.8.8 and/or 8.8.4.4, then click 'OK'."
468,449,How can I save the current label version in this interface?,"To save the current label version, you need to click the 'Save new version' button located at the top right of the screen, highlighted with a blue box.",What do I do next to ensure these selected files are saved as a new label version?,"After selecting the desired files ('Rodenkirchen_Hauptstrasse.jpg' and 'snow-taxi.jpg'), click on the 'Save new version' button at the top right corner. This will save the current selection as a new label version.",How can I view the list of previously saved label versions?,"To view the list of previously saved label versions, go to the 'Saved versions' tab, which is located next to 'Label Instances' under the 'Labels' menu on the top navigation bar."
469,707,What does the 'Metric Impact on Performance' chart show about model confidence?,"The 'Metric Impact on Performance' chart indicates that 'Confidence' has the highest percentage impact on performance, with YOLOV8x 20 Epochs (Label Metric Impact) exhibiting the highest value.",How can I adjust the IOU threshold in this view?,You can adjust the IOU Threshold by using the slider located in the 'Prediction Thresholds' section on the right side of the screen. The current value is set to 0.50.,What do I do next to compare the metric performance of different models?,"To compare the metric performance of different models, select a different model under 'Compare against' in the section to the right, where it's currently set to 'YOLOV8 30 Epochs'."
470,399,How are tasks distributed between the review stages?,"Tasks are distributed equally between Review stage A and Review stage B, with each receiving 50% of the tasks from the Percentage router.",What do I do next to change the routing percentages?,"To change the routing percentages, you need to update the Percentage router settings. This will reset the current routing and may alter the tasks' pathways.",How many reviewers are assigned to each review stage?,"Review stage A has 2 reviewers assigned, while Review stage B has 4 reviewers."
471,538,How can I add a dynamic attribute to a label in the video shown?,"To add a dynamic attribute to a label, select the object in the frame where it first appears. In this interface, the 'Talking' attribute is set as dynamic for 'Person (0)'. Ensure the 'Dynamic' option is selected and use the radio buttons for 'Talking' or 'Not Talking'.",What should I do next to apply the dynamic attribute values to all frames following the current keyframe?,"Next, use the _Play_ icon in the timeline controls, or press the keyboard shortcut <kbd>Shift</kbd> + <kbd>P</kbd> to apply the dynamic attribute values from the current keyframe to all subsequent frames.",Where can I find the option to set a keyframe for the dynamic attribute in the visible interface?,The option to set a keyframe for the dynamic attribute is in the 'Dynamic attribute keyframes' section at the bottom left of the interface. Use the '+' button here to add keyframes.
472,355,How do I finalize creating my Benchmark QA Project?,"To finalize creating your Benchmark QA Project, click the 'Create project' button located at the top right corner of the screen.",What should I enter in the 'Title' field for my project?,"In the 'Title' field, you should enter the name of your project. In the example screenshot, 'My Benchmark QA Project' is used as the title.",What are the available scoring functions I can choose from?,"The available scoring functions you can choose from are 'Dynamic benchmark' and 'Single frame-level classification,' as shown under the 'Scoring function' section in the screenshot."
473,702,How many predictions were made by the YOLOv8 20 Epochs model?,"The YOLOv8 20 Epochs model made 10,971 predictions as shown in the 'No. of predictions Baseline' section on the right panel.",What is the next step to analyze the precision of my model's predictions?,"To analyze the precision of your model's predictions, click on 'Average Precision' in the menu on the left side under 'Model Performance'. This will take you to the relevant section for precision analysis.",What are the set thresholds for prediction in this evaluation?,"The set thresholds for this evaluation are an IOU Threshold of 0.50 and a Min Confidence Threshold of 0.00, as indicated in the 'Prediction Thresholds' section on the right side of the screenshot."
474,404,How do I add a specific reviewer to my current review stage?,"To add a specific reviewer, type their email address in the Reviewers input field and select the email from the dropdown list by clicking it. Then click the 'Add' button next to the input field to confirm your selection.",What is the next step after selecting kenny@cord.tech and celine@cord.tech as reviewers?,"After selecting both kenny@cord.tech and celine@cord.tech, confirm your selection by clicking the 'Add' button next to the input field. This will add these reviewers to the current review stage.",Why can't I remove any reviewers from the list?,"According to the documentation note, Admins and Team Managers cannot be removed from review stages. If any of the reviewers are Admins or Team Managers, they are automatically included in all review stages."
475,50,How can I check the current DNS settings?,"To check the current DNS settings, click the 'DNS' tab, which is located next to the 'TCP/IP' tab at the top of the window.",What is my current IP address?,Your current IP address is displayed under 'Configure IPv4' as 'Using DHCP.' The IP Address is shown as 192.168.128.129.,What do I do next to add a new DNS server?,"To add a new DNS server, click the '+' button located in the 'DNS servers' section after selecting the 'DNS' tab."
476,276,What type of model am I setting up in this interface?,"You are setting up an 'Instance segmentation' model, as indicated in the 'Model type' dropdown.",Which frameworks can I select from to create this model?,"You can select from the 'PYTORCH' framework, as shown in the 'Framework' dropdown field.",What do I do next to set up the model's ontology?,"To set up the model's ontology, click on the '+ Add model ontology' button next to the 'Car' label under 'Set up the model's ontology'."
477,323,How can I copy this project in the application?,"To copy the project, click the 'Copy project' button under the 'General' section in the Options tab.",What do I do next to adjust the sampling rate for quality control?,"To adjust the sampling rate, move the slider under the 'Quality' section labeled 'Sampling rate' to your desired percentage.",Where can I add instructions for annotation in this application?,You can add instructions by clicking the 'Add instructions' button under the 'Upload annotation instructions' section in the Options tab.
478,315,How can I release a task from the queue?,"To release a task from the queue, click the three vertical dots in the 'Actions' column next to the task you want to release. This will open a menu where you can select 'Release task'.",What does the 'Initiate' action do for a task?,"The 'Initiate' action opens the label editor and allows you to proceed with annotation or review, depending on the task type, as indicated in the screenshot and documentation.",What should I do next to start working on the task reserved by justin@cord.tech?,"To start working on the task reserved by justin@cord.tech, click the 'Initiate' button in the 'Actions' column corresponding to the task entry."
479,77,I have entered a title and generated a key pair. What do I need to do next?,You need to click the **Create** button to add your public key to Encord. The button is now available since both fields are populated.,What happens if I click 'Generate key pair' again?,"Clicking **Generate key pair** will create a new public/private key pair, and your current public key field will be updated. A file containing your new private key will be downloaded.",Can I use the same key name I've used before when creating a new key?,"Yes, key names do not have to be unique. However, the keys themselves must be unique, so using a duplicate key will result in an error."
480,79,How do I select a different tile for annotation?,"To select a different tile for annotation, click the 'Switch tiles' icon, which is represented by a set of two arrows forming a cycle. This icon is located in the toolbar directly above each tile.",What indicates which tile is currently being annotated?,"The tile currently being annotated is indicated by the purple toolbar at the top of the tile. In the screenshot, the top-left tile has this purple toolbar.",What do I do next to move a tile to the one currently being annotated?,"To move a tile to the one currently being annotated, click the three dots icon on the tile you wish to annotate (seen in the bottom-middle toolbar in the screenshot) and select 'Annotate and swap tiles' from the dropdown menu."
481,58,How can I access the settings on my computer from this screen?,Click on the gear icon located on the left side of the menu to open the Settings.,Where can I find the 'Mail' application from this menu?,The 'Mail' application can be accessed by clicking on the envelope icon labeled 'Mail' in the left-hand menu.,What do I do next to configure DNS settings as mentioned in the documentation?,"To configure DNS settings as per the documentation, click the Settings icon (gear) from the Start menu to go to the Control Panel. Then follow the rest of the instructions provided."
482,316,How can I check the status of the 'dji_0596.mp4' file?,"In the screenshot, find the 'dji_0596.mp4' file under the 'File' column. The 'Status' column shows that it is 'Queued'.",What do I do next to view and edit the 'BerghouseLeopardJog.mp4' task?,"To view and edit the 'BerghouseLeopardJog.mp4' task, click on 'View' in the 'Actions' column corresponding to that file.",Which dataset does the 'VerticalFlyOver.mp4' file belong to and who last edited it?,"The 'VerticalFlyOver.mp4' file belongs to the 'Switzerland Drone Footage' dataset. According to the 'Last edited by' column, it was last edited by 'justin@cord.tech' 3 hours ago."
483,652,How can I find out which datasets the 'skiing.jpg' file is linked to?,"In the screenshot, you can see 'skiing.jpg' is selected. On the right, under the 'Linked to' tab, it shows this file is linked to 2 datasets: 'Sports images' and 'Ski images', both added on 14/02/2024.",What do I do next to see which projects the 'Sports images' dataset is attached to?,"To see which projects the 'Sports images' dataset is attached to, click on the ellipses icon next to the 'Sports images' dataset name in the 'Linked to' tab as shown in the screenshot.",How can I use the search function to locate a specific file in 'My data'?,"In the screenshot, you can use the search bar at the top by typing the file name or keyword, such as 'skii', to quickly locate specific files in 'My data'."
484,41,What does the '+' button do in the DNS servers section?,"The '+' button is used to add a new DNS server to the list. You can use it to enter a new IP address, such as 8.8.8.8, as instructed above.",How can I remove an existing DNS server entry from the list?,"To remove an existing DNS server, select the entry you wish to remove, and then click on the '-' button next to it, as shown in the screenshot.",What do I do next to add the new DNS server after clicking the '+' button?,"After clicking the '+' button, type '8.8.8.8' in the text field to add the new DNS server, as detailed in the documentation."
485,157,How can I prevent a 'Car' bitmask from being overlapped by others?,"To prevent a 'Car' bitmask from being overlapped, go to the 'Labels' section in the Label Editor and use the toggle for overlap management. The toggle is depicted by the chain link icon located next to the 'Car' label at the bottom of the screenshot.",What do I do next to set the overlap behavior for the 'Bus' class?,"To set the overlap behavior for the 'Bus' class, select the 'Bus' option from the 'Classes' list. Then, adjust the overlap settings in the 'Labels' section. Use the same mechanism noted in the screenshot, similar to the 'Car' label management task.",Where can I find the settings for adjusting label appearances?,"Settings for adjusting label appearances can be found in the 'Classes' section of the Label Editor, as seen on the left side of the screenshot. This is indicated by the icons next to each class label, such as the wand icons next to 'Car', 'Tyre', and 'Bus'."
486,258,How can I confirm that the instances have been successfully linked?,"Check under the 'Instance labels' section. The screenshot shows 'Chicken (1)' and 'Wing (1)' indicating that one instance each is linked, confirming successful linking.",What does the number in parentheses next to 'Chicken' signify?,"The number in parentheses next to 'Chicken' indicates how many instances of 'Chicken' are currently linked. In the screenshot, '(1)' shows that one instance is linked.",What should I do next to manage the linked instances?,"To manage linked instances, you can use the icons next to each label. Click the eye icon to toggle visibility or the trash icon to delete. Here, checking visibility for 'Chicken (0)' could be a next step."
487,99,How can I save my changes after editing the labels in this interface?,"To save your changes, click the 'Save and return to review' button located at the top right of the interface. This button will save your edits and return you to the review mode.",What steps should I follow if I want to review the labels I just edited?,"After editing labels, click on the 'Save and return to review' button in the top right corner. This action will save your changes and take you back to the review mode where you can evaluate and refine the labels further.",How can I visualize the label changes I've made on the map image?,The label changes you make can be directly seen on the map image to the right. Use the icons above the image to zoom in or out and adjust the view for a better inspection of your label adjustments.
488,330,How can I invite a new collaborator to the project?,"To invite a new collaborator, click on the '+ Invite collaborators' button located in the 'Individuals' section under the 'Team' pane.",What are the current roles assigned to the collaborators in this project?,"The current collaborators listed are 'david.babuschkin@encord.com' and 'daniel@encord.com', both assigned the 'Admin' role.",What do I do next to change a collaborator's role?,"Next, you should look for an option to edit the collaborator's information next to each entry in the 'Individuals' list. Use these options to change their role from 'Admin' to another role."
489,396,How can I start editing an annotation stage from this screen?,"To start editing an annotation stage, click on the 'Annotate' card visible on the canvas. This will allow you to enter the editing mode.",What should I do if I want to exit the edit mode for an annotation stage?,"To exit the edit mode, click the 'x' next to the name of the annotation stage on the screen.",What do I do next to change the name of an annotation stage?,"To change the name of the annotation stage, click the edit icon that appears on the 'Annotate' card in your screenshot."
490,300,How do I attach an ontology to my project?,"To attach an ontology to your project, click the 'Attach ontology' button in the Project settings section.",What is the sampling rate set to in this project?,"The sampling rate is set to 100% in the Quality settings section, meaning all labels produced will be manually reviewed.",What do I do next to create the project after attaching an ontology?,"After attaching an ontology, click the 'Create project' button in the upper right corner to create the project."
491,244,How do I select the instance to link to the chicken in this frame?,"To select the instance to link to the chicken, click on the 'Set relation...' bar. In the dropdown, under the 'This frame' heading, click on 'Chicken (0)'.",What should I do next to complete linking the instances?,"After selecting 'Chicken (0)' to link, click the 'Done' button located at the bottom left of the screen to complete the linking process.",Where can I see the linked instances after completing the process?,"Once the instances are linked, check the 'Instance labels' section. It will display the name of the linked instance, confirming the linkage."
492,117,How can I add another series to view along with the current one?,"To add another series, click on the drop-down menu next to 'P1 33bf' in the top center of the screen. This will display a list of available series from the same Dataset, such as 'CMB-LCA-MSB-01499' and 'CMB-LCA-MSB-01459'. Choose the series you want to add for viewing.",What information is available for the current series being viewed?,"The current series information is displayed at the bottom and side of the images. It shows the Series ID as '1.3.6.1.4.1.14519.5.2.1.1600...14040614582967521' and the Study ID as '1.3.6.1.4.1.14519.5.2.1.1600...2325533951021265218'. The window settings are W: 400, L: 40, and the current slice is 62 out of 123.",What do I do next to annotate a specific region on the image?,"To annotate a specific region, first select the type of annotation from the 'Classes' panel on the left, such as 'lung' or 'nodule'. Then, use the annotation tools that appear after you select a class to draw directly on the image in the viewport."
493,700,How can I select custom embeddings during the project import process?,"In the 'Import an Annotate project to Encord Active' dialog, go to the 'Metrics & Embeddings' section. Click 'Select custom embeddings' and choose from the available options like 'precomputed', 'embeddings', 'siglip_embedding', and 'biomedclip_embedding'.",What are the features available when importing a project into the 'Labels' section?,"For the 'Labels' section, the features available are 'Everything from Data', 'Label view', 'Class filtering', 'Bulk classification', and 'Class Analytics'.",What do I do next to proceed with importing the Annotate Project with custom embeddings?,"After selecting your custom embeddings under 'Metrics & Embeddings', click on 'Import'. Then click 'Proceed' to complete the import of the Annotate Project with the custom embeddings."
494,353,What ontology do I need to use for my benchmark QA project?,"You need to use the 'Apple' ontology for your benchmark QA project, as specified under the Ontology section in the Project settings panel.",How do I select a project to use as a benchmark source?,"In the Quality settings panel, check the box next to 'Apple Annotation', which shows 100% annotation task progress, to select it as a benchmark source.",What do I do next to create a Benchmark QA Project after selecting the benchmark source?,"After selecting the project 'Apple Annotation' as your benchmark source, click the 'Create project' button at the top right to proceed with creating the Benchmark QA Project."
495,274,How do I start automated labeling with the classification model?,Click on the red 'Automated labeling' button at the bottom left of the screen to start using the classification model for automated labeling.,Where can I find the timeline for the video I am annotating?,"The timeline for the video is located at the bottom of the screen, where you can see the time scale and the current frame number.",What do I do next to run inference with my classification model?,"To run inference with your classification model, open the 'Classification' section as mentioned in the documentation text below the screenshot."
496,595,How can I add data to the Cologne dataset?,"To add data to the Cologne dataset, click the 'Add' button next to 'Cologne' in the 'Existing datasets' tab.",What do I do next to create a new dataset?,"To create a new dataset, select the '+New dataset' tab and provide a name and description for your dataset. Then, click 'Add to new dataset' to add files to this new dataset.",How can I search for a specific dataset?,"To search for a specific dataset, type the dataset's name into the 'Search datasets' bar located above the list of datasets in the 'Existing datasets' tab."
497,687,What information does the Analytics section provide about outliers?,"The Analytics section shows there are 21,691 severe outliers and 6,125 moderate outliers. It highlights 5 metrics with outliers: Label Duplicates, Relative Area, Absolute Area, Polygon Shape Anomaly, and Aspect Ratio.",How many labels are currently in the dataset?,"The dataset currently contains 41,420 labels, as displayed in the Number of Labels section.",What do I do next to address severe outliers in this dataset?,"To address severe outliers, first review the metrics with the highest counts, like Label Duplicates and Absolute Area, visible in the bar chart. Then, consider cleaning or normalizing the data within these metrics to reduce severity."
498,709,What are the two models being compared in the Precision-Recall Curve?,"The two models being compared in the Precision-Recall Curve are 'YOLOv8 20 Epochs' and 'YOLOv8 30 Epochs', as indicated in the Prediction Set and Compare against sections.",How many predictions did the baseline model make compared to the comparison model?,"The baseline model made 10,971 predictions, while the comparison model made 8,535 predictions, as shown in the information next to the prediction thresholds.",What do I do next to analyze the Average IOU for these models?,"To analyze the Average IOU for these models, click on the 'Average IOU' option in the menu on the left under 'Metric Performance' to proceed to the relevant section."
499,512,How can I switch between the audio files when labeling?,"To switch between the audio files, use the **Annotate from this tile** icon as shown next to each file. Click this icon to toggle your focus between different files like 'ring3.mp3' and 'ring4.mp3'.",What is the current duration of the audio file displayed in the screenshot?,"The current duration of each audio file displayed is 14.86 seconds, as shown on the timeline labeled 'Time 00:00:00/00:14.86'.",What do I do next to submit the labeled audio data?,"To submit the labeled audio data, click the red 'Submit' button located at the top right corner of the screen."
500,489,Where can I find the option to register a new editor agent in Encord?,You can find the option to register a new editor agent by clicking the '+ Register agent' button located at the top right corner of the Editor Agents screen.,What information is provided about the existing agent on this screen?,"The screen provides the name of the existing agent, 'tighten on frame', its endpoint URL 'https://europe-west2-cord-ai-platform.cloudfunctions.net/tighten_bboxes_in_frame', and the date it was created, which is 22/04/2024.",What do I do next to finish setting up the agent after clicking the '+ Register agent'?,"After clicking '+ Register agent', you need to name the agent, provide a description, and enter the API endpoint for the agent. Finally, click 'Register agent' to complete the setup process."
501,371,How can I view the performance details for a specific date range?,"To view performance details for a specific date range, use the date selector at the top of the dashboard. Currently, it shows June 28, 2023, to July 03, 2023. Adjust these dates to your preferred range to update the details shown.",What do I do next to analyze annotator submissions?,"To analyze annotator submissions, you can download the CSV of submissions by clicking 'Download CSV' next to the date filters. This will provide detailed data on each annotator's submissions and session times shown in the 'Annotator session time' table.",Why are some benchmark tasks not progressing according to the results displayed?,"The progress of benchmark tasks, indicated by the green checkmarks, reflects the submitted benchmark tasks and their results. For example, one user has a 65.94% success rate, which may indicate underlying issues in task performance or understanding specific labeling tasks."
502,285,Where can I find the annotation instructions for my project?,You can access the annotation instructions by clicking on the 'Annotation instructions' located next to the information icon at the top left of the screen.,How do I start annotating in this interface?,Start annotating by clicking on the 'Annotating' button in the toolbar at the top center of the screen. This will enable annotation mode.,What do I do next to add a new class for annotation?,"To add a new class for annotation, click on the '+' button next to 'Classes' on the left sidebar, where 'text box' is currently listed."
503,462,How can I create a new dataset?,"To create a new dataset, click on the '+ New dataset' button located at the top right corner of the screenshot.",Where can I find the option to manage datasets?,"You can manage datasets by selecting the 'Datasets' tab from the navigation bar on the left side, as highlighted in the screenshot.",What do I do next to upload files to the 'Welsh Whales' dataset?,"Click on the 'Welsh Whales' dataset in the list. Once selected, you will have options to upload additional files to the dataset, as mentioned in the documentation."
504,94,How can I adjust the size of vertices and keypoints in the drawing settings?,"To adjust the size of vertices and keypoints, modify the 'Handle size' setting. It is currently set to 4px.",What should I do next if I want to enable angle visibility on polygons?,"To enable angle visibility on polygons, turn on the 'Show polyshape angles' toggle. It is currently off.",What does the 'Interpolation auto adjustments' setting do?,The 'Interpolation auto adjustments' setting overrides interpolated labels when re-interpolating. The toggle is currently enabled.
